File,Subject Class URI,Subject Class Name,Predicate,Object Class URI,Object Class Name
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareMilliMetre,Square Millimetre,subClassOf,https://w3id.org/emmo#EMMO_60b78cc3_6011_4134_95ab_956f56d4bdc1,SINonCoherentDerivedUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/GenerationNumber,generation number,subClassOf,http://semanticscience.org/resource/Count,count,The number of elements of a finite set of objects.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_73be8825_e9a7_41d0_956e_b58060e5d5ac,ElectricCurrentPerMassUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_73be8825_e9a7_41d0_956e_b58060e5d5ac,ElectricCurrentPerMassUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/Other_Processing,Other Processing,subClassOf,http://semanticscience.org/resource/Procedure,Procedure,A procedure is a process that attempts to achieve one or more objectives by following an established set of actions.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_06c415dc_ba26_407d_b596_283bd4d9a66f,Schweißen,subClassOf,https://w3id.org/emmo#EMMO_6ab555fd_5803_4f03_82e8_127c01aabfea,Fügen,"The permanent joining or other bringing together of two or more workpieces of a geometric shape or of similar workpieces with shapeless material. In each case, the cohesion is created locally and increased as a whole."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_14ff4393_0f28_4fb4_abc7_c2cc00bc761d,LuminousIntensityUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_14ff4393_0f28_4fb4_abc7_c2cc00bc761d,LuminousIntensityUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_fbcc3aad_c58a_4185_bcc9_859db779b226,TightlyCoupledModelsSimulation,subClassOf,https://w3id.org/emmo#EMMO_02c4890b_aef3_4173_9669_94d1f6baf611,Coupled,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Photograph,photograph,subClassOf,http://semanticscience.org/resource/Image,image,An image is an affine projection of a visual entity to a two dimensional surface.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/SequenceProfile,sequence profile,subClassOf,http://semanticscience.org/resource/Pattern,pattern,A pattern is a generalized representation of some repeatable concrete or informational item.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Name,name,subClassOf,http://semanticscience.org/resource/Label,label,a label is a term that is associated with some entity
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_8d689295_7d84_421b_bc01_d5cceb2c2086,ProtonMass,subClassOf,https://w3id.org/emmo#EMMO_3f15d200_c97b_42c8_8ac0_d81d150361e2,MeasuredConstant,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_8d689295_7d84_421b_bc01_d5cceb2c2086,ProtonMass,subClassOf,https://w3id.org/emmo#EMMO_ed4af7ae_63a2_497e_bb88_2309619ea405,Mass,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/CTensorElement,C Tensor Element,subClassOf,http://semanticscience.org/resource/InformationContentEntity,information content entity,information content entity is an object that requires some background knowledge or procedure to correctly interpret.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_86a305d1_7644_48be_b84c_1f976679b904,ManufacturingDevice,subClassOf,https://w3id.org/emmo#EMMO_494b372c_cfdf_47d3_a4de_5e037c540de8,Equipment,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_44afb828_82bf_4091_a7a0_7c80ec47281d,AverageLogarithmicEnergyDecrement,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_44afb828_82bf_4091_a7a0_7c80ec47281d,AverageLogarithmicEnergyDecrement,subClassOf,https://w3id.org/emmo#EMMO_a66427d1_9932_4363_9ec5_7d91f2bfda1e,ISQDimensionlessQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToDecreaseTheRateOfFormation,to decrease the rate of formation,subClassOf,http://semanticscience.org/resource/ToRegulateTheRateOfFormation,to regulate the rate of formation,to regulate the rate of formation is to modify the rate at which an object is formed.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/PercentageReductionOfArea,Brucheinschnürung,subClassOf,https://w3id.org/pmd/co/ValueObject,Value Object,"A :ValueObject is a simple entity which represents a specific value. This value can be a numerical, textual, or a more complex data structure. If a literal value is to be specified, the :value datatype property has to be used. In cases where the value is represented by a resource (e.g. URI), the :resource object property has to be used.

A value object, respectively its value, is always associated with an entity of type :Process, :ProcessingNode, or :Object (e.g. :Specimen). The value is meant to be a charactaristic of the associated entity. To express this association it is indended to use the :participant object property.

A value object might also refer to a certain unit. The :unit property might be used (e.g. with QUDT ontology).

Instances of a value object might be specified as a specific Parameter, namely a SetPoint (nominal value), or Measurement. With :Setpoint the intend is to express, that the value is meant to be some preset, setting or nominal value. :Measurement expresses, that the value has been measured or determined somehow (see example).

Instances of a value object might also be specified in a specific DataScope (:Metadata, :PrimaryData, :SecondaryData)."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/PercentageReductionOfArea,Brucheinschnürung,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/FiberTensileElongation,Fiber Tensile Elongation,subClassOf,http://materialsmine.org/ns/TensileProperty,Tensile Property,Properties of how the material will react to forces being applied in tension.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e6a173ac_40e9_4616_8883_710b358f5c85,ElectronRadius,subClassOf,https://w3id.org/emmo#EMMO_32dcd601_47c7_4028_b7fa_5e972ae57f12,Radius,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e6a173ac_40e9_4616_8883_710b358f5c85,ElectronRadius,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_2e46d966_9f14_4673_821e_7c7cf2957926,WellFormedTile,subClassOf,https://w3id.org/emmo#EMMO_9953c19f_ee33_4af8_be5e_dbf6d1e33581,Tile,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_2e46d966_9f14_4673_821e_7c7cf2957926,WellFormedTile,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_2e46d966_9f14_4673_821e_7c7cf2957926,WellFormedTile,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Sample,sample,subClassOf,http://semanticscience.org/resource/HeterogeneousSubstance,heterogeneous substance,A heterogeneous substance is a chemical substance that is composed of more than one different kind of component.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_fcdf3dd6_c5d7_40d2_b062_b5580e37a9bd,MagneticTension,subClassOf,https://w3id.org/emmo#EMMO_af794e9d_dc7d_4756_83e1_2cd0e2ec864e,ElectromagneticQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9f6ec830_c59f_46aa_8a22_945ba20b6ea3,Step,subClassOf,https://w3id.org/emmo#EMMO_4299e344_a321_4ef2_a744_bacfcce80afc,Job,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9f6ec830_c59f_46aa_8a22_945ba20b6ea3,Step,subClassOf,https://w3id.org/emmo#EMMO_9953c19f_ee33_4af8_be5e_dbf6d1e33581,Tile,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9f6ec830_c59f_46aa_8a22_945ba20b6ea3,Step,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Hour,Hour,subClassOf,https://w3id.org/emmo#EMMO_02e894c3_b793_4197_b120_3442e08f58d1,TimeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Hour,Hour,subClassOf,https://w3id.org/emmo#EMMO_3ee80521_3c23_4dd1_935d_9d522614a3e2,SpecialUnit,Special units are semiotic shortcuts to more complex composed symbolic objects.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_399426d1_c4cc_414c_806f_47096c72d634,LinearExpansionCoefficient,subClassOf,https://w3id.org/emmo#EMMO_80f3d95d_b1fd_46c0_b98a_b6b611b47105,ThermalExpansionCoefficient,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_399426d1_c4cc_414c_806f_47096c72d634,LinearExpansionCoefficient,subClassOf,https://w3id.org/emmo#EMMO_dae32a4a_d8da_4047_81b0_36a9713fdce1,ThermodynamicalQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Consonant,consonant,subClassOf,http://semanticscience.org/resource/VerbalLanguageEntity,verbal language entity,A verbal language entity is a language entity that is manifested through sound.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/DocumentComponent,document component,subClassOf,http://semanticscience.org/resource/TextualEntity,textual entity,A textual entity is language entity that is manifested as a sequence of one or more distinct characters.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/HeliumAtom,helium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/DigitalMaterialIdentifier,Digital Material Identifier,subClassOf,https://w3id.org/pmd/co/Identifier,Identifier,A named value intended to distinguish between entities.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/DigitalMaterialIdentifier,Digital Material Identifier,equivalentClass,Complex class expression,Intersection of Identifier and Restriction on has resource some Digital Material Identifier,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/CTensorIndexL,C Tensor Index L,subClassOf,http://materialsmine.org/ns/Index,Index,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Lumen,Lumen,subClassOf,https://w3id.org/emmo#EMMO_14ff4393_0f28_4fb4_abc7_c2cc00bc761d,LuminousIntensityUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9794a778_47d7_45d5_b4ab_ae6a8db04c78,ElectricChargePerLengthUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9794a778_47d7_45d5_b4ab_ae6a8db04c78,ElectricChargePerLengthUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/SequenceAssembly,sequence assembly,subClassOf,http://semanticscience.org/resource/BiopolymerSequence,biopolymer sequence,A sequence is a primary structure descriptor in which each of the letters in the string represents a monomeric unit (residue) in which adjacent letters represent the connectivity between the monomeric units.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_f675294e_6f30_4b1d_a68e_a74e59f3b2fc,MolarEnergy,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_4e099d7e_f624_4761_aff6_2ee6c63b8d2d,DropForging,subClassOf,https://w3id.org/emmo#EMMO_2b4783a6_36ad_48c8_8f5d_fe7c05ad298b,Umformen,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_97589322_710c_4af4_9431_1e5027f2be42,Luminance,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/PoloniumAtom,polonium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/StationaryPoint,stationary point,subClassOf,http://semanticscience.org/resource/DataPoint,data point,A data point is a point that which corresponds to the projection of the values of measurement data against the axes of a statistical graph.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/ProofStrengthTotalExtension,Dehngrenze bei gesamter Extensometer-Dehnung,subClassOf,https://w3id.org/pmd/co/ProofStrength,Dehngrenze,"Spannung, bei der ein bestimmter Dehnungswert gleich einem bestimmten Prozentsatz der Messlänge des Dehnungsmessers ist stress at which the a specific extension value is equal to a specified percentage of the extensometer gauge length"
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/ProofStrengthTotalExtension,Dehngrenze bei gesamter Extensometer-Dehnung,equivalentClass,Complex class expression,Restriction on relates to some (engineering) strain,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Disordered,disordered,subClassOf,http://semanticscience.org/resource/StructuralQuality,structural quality,A structural quality is a quality of an object that describes its structure.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CubicMicroMetrePerMilliLitre,Cubic micrometre per millilitre,subClassOf,https://w3id.org/emmo#EMMO_15344998_4490_4b40_b242_c3d92e5cdc27,NonSIUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CubicMicroMetrePerMilliLitre,Cubic micrometre per millilitre,subClassOf,https://w3id.org/emmo#EMMO_9fd1e79d_41d1_44f8_8142_66dbdf0fc7ad,VolumeFractionUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CubicMicroMetrePerMilliLitre,Cubic micrometre per millilitre,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_1936bc9e_5e81_5267_bd48_cbec9a6cfb17,DysprosiumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_c10700ef_832b_5b39_a0a0_5e3f5f17b8e8,IodineSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/MedicalIntervention,medical intervention,subClassOf,http://semanticscience.org/resource/MedicalProcedure,medical procedure,"A medical procedure is a procedure to identify, examine, alleviate or eliminate an undesirable biological disease or disorder."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/Roughness,Oberflächenrauheit,subClassOf,https://w3id.org/pmd/co/ValueObject,Value Object,"A :ValueObject is a simple entity which represents a specific value. This value can be a numerical, textual, or a more complex data structure. If a literal value is to be specified, the :value datatype property has to be used. In cases where the value is represented by a resource (e.g. URI), the :resource object property has to be used.

A value object, respectively its value, is always associated with an entity of type :Process, :ProcessingNode, or :Object (e.g. :Specimen). The value is meant to be a charactaristic of the associated entity. To express this association it is indended to use the :participant object property.

A value object might also refer to a certain unit. The :unit property might be used (e.g. with QUDT ontology).

Instances of a value object might be specified as a specific Parameter, namely a SetPoint (nominal value), or Measurement. With :Setpoint the intend is to express, that the value is meant to be some preset, setting or nominal value. :Measurement expresses, that the value has been measured or determined somehow (see example).

Instances of a value object might also be specified in a specific DataScope (:Metadata, :PrimaryData, :SecondaryData)."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5e77f00d_5c0a_44e7_baf1_2c2a4cb5b3ae,SolidSolution,subClassOf,https://w3id.org/emmo#EMMO_2031516a_2be7_48e8_9af7_7e1270e308fe,Solution,"Solutions are characterized by the occurrence of Rayleigh scattering on light,"
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5e77f00d_5c0a_44e7_baf1_2c2a4cb5b3ae,SolidSolution,subClassOf,https://w3id.org/emmo#EMMO_a2b006f2_bbfd_4dba_bcaa_3fca20cd6be1,Solid,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_fe3eb868_8745_4fea_8370_4313d0531c18,DynamicFrictionForce,subClassOf,https://w3id.org/emmo#EMMO_1f087811_06cb_42d5_90fb_25d0e7e068ef,Force,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_fe3eb868_8745_4fea_8370_4313d0531c18,DynamicFrictionForce,subClassOf,https://w3id.org/emmo#EMMO_be76ad52_2e29_4202_be6f_0a15eb9c1817,MechanicalQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/DatabaseKey,database key,subClassOf,http://semanticscience.org/resource/ComputationalEntity,computational entity,A computational entity is an information content entity operated on using some computational system.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Candela,Candela,subClassOf,https://w3id.org/emmo#EMMO_14ff4393_0f28_4fb4_abc7_c2cc00bc761d,LuminousIntensityUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareDegreeCelsiusPerSecond,Square Degrees Celsius per second,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareDegreeCelsiusPerSecond,Square Degrees Celsius per second,subClassOf,https://w3id.org/emmo#EMMO_dafdcae3_f8ec_4993_8269_2c9299a75158,SquareTemperaturePerTimeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_d4f7d378_5e3b_468a_baa1_a7e98358cda7,Time,subClassOf,https://w3id.org/emmo#EMMO_a242d3e9_c6d3_411e_a667_71ffbc248a1a,SpaceAndTimeQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9c803415_5978_5525_9de9_fcf0a2098b4c,TechnetiumAtom,subClassOf,https://w3id.org/emmo#EMMO_eb77076b_a104_42ac_a065_798b2d2809ad,ChemicalElement,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Conclusion,conclusion,subClassOf,http://semanticscience.org/resource/Proposition,proposition,A proposition is a sentence expressing something true or false.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_668fbd5b_6f1b_405c_9c6b_d6067bd0595a,Phase,subClassOf,https://w3id.org/emmo#EMMO_8b0923ab_b500_477b_9ce9_8b3a3e4dc4f2,ContinuumSubstance,
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/LegalDecision,Decision,subClassOf,http://purl.org/ontology/bibo/LegalCaseDocument,Legal Case Document,A document accompanying a legal case.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_2563e18a_93d2_5d81_86d3_736295e9e519,GadoliniumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_fdd744f7_72e5_4060_86a7_93ff361237d6,FermiTemperature,subClassOf,https://w3id.org/emmo#EMMO_affe07e4_e9bc_4852_86c6_69e26182a17f,ThermodynamicTemperature,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_fdd744f7_72e5_4060_86a7_93ff361237d6,FermiTemperature,subClassOf,https://w3id.org/emmo#EMMO_c29603f5_95e8_42f5_ab0c_f3bcf3166d53,CondensedMatterPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_51acadf5_b874_46c1_9707_24e25e2b89ff,PowerFactor,subClassOf,https://w3id.org/emmo#EMMO_af794e9d_dc7d_4756_83e1_2cd0e2ec864e,ElectromagneticQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_51acadf5_b874_46c1_9707_24e25e2b89ff,PowerFactor,subClassOf,https://w3id.org/emmo#EMMO_faab3f84_e475_4a46_af9c_7d249f0b9aef,RatioQuantity,"Quantities defined as ratios `Q=A/B` having equal dimensions in numerator and denominator are dimensionless quantities but still have a physical dimension defined as dim(A)/dim(B).

Johansson, Ingvar (2010). ""Metrological thinking needs the notions of parametric quantities, units and dimensions"". Metrologia. 47 (3): 219–230. doi:10.1088/0026-1394/47/3/012. ISSN 0026-1394."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_649bf97b_4397_4005_90d9_219755d92e34,Perceptual,subClassOf,https://w3id.org/emmo#EMMO_49267eba_5548_4163_8f36_518d65b583f9,Perspective,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_649bf97b_4397_4005_90d9_219755d92e34,Perceptual,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Remorse,remorse,subClassOf,http://semanticscience.org/resource/Regret,regret,"regret is a feeling of sadness, repentance, or disappointment over something that has happened or been done."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_971b3dff_28b4_4538_b082_3ec9fa5af294,MassPerCubicTimeQuarticTemperatureUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_971b3dff_28b4_4538_b082_3ec9fa5af294,MassPerCubicTimeQuarticTemperatureUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_8681074a_e225_4e38_b586_e85b0f43ce38,Software,subClassOf,https://w3id.org/emmo#EMMO_4db96fb7_e9e0_466d_942b_f6f17bfdc145,BinaryData,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/UserAccount,user account,subClassOf,http://semanticscience.org/resource/ComputationalEntity,computational entity,A computational entity is an information content entity operated on using some computational system.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/KryptonAtom,krypton atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Namespace,namespace,subClassOf,http://semanticscience.org/resource/ComputationalEntity,computational entity,A computational entity is an information content entity operated on using some computational system.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_0658e7df_ffd9_4779_82fc_62efe0a7f3b1,QualityFactor,subClassOf,https://w3id.org/emmo#EMMO_af794e9d_dc7d_4756_83e1_2cd0e2ec864e,ElectromagneticQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_0658e7df_ffd9_4779_82fc_62efe0a7f3b1,QualityFactor,subClassOf,https://w3id.org/emmo#EMMO_faab3f84_e475_4a46_af9c_7d249f0b9aef,RatioQuantity,"Quantities defined as ratios `Q=A/B` having equal dimensions in numerator and denominator are dimensionless quantities but still have a physical dimension defined as dim(A)/dim(B).

Johansson, Ingvar (2010). ""Metrological thinking needs the notions of parametric quantities, units and dimensions"". Metrologia. 47 (3): 219–230. doi:10.1088/0026-1394/47/3/012. ISSN 0026-1394."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Mole,Mole,subClassOf,https://w3id.org/emmo#EMMO_e501069c_34d3_4dc7_ac87_c90c7342192b,AmountUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/RateOfChange,rate of change,subClassOf,http://semanticscience.org/resource/DimensionalQuantity,Dimensional Quantity,A dimensional quantity is a quantity that has an associated unit. A dimensional quantity is a quantity that has an associated unit.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Sick,sick,subClassOf,http://semanticscience.org/resource/Alive,alive,alive is the state of a biological organism that exhibits biological functions.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#JoulePerMetre,Joule Per Metre,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#JoulePerMetre,Joule Per Metre,subClassOf,https://w3id.org/emmo#EMMO_53e825d9_1a09_483c_baa7_37501ebfbe1c,ForceUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/CartesianCoordinate,cartesian coordinate,subClassOf,http://semanticscience.org/resource/Coordinate,coordinate,A coordinate is a measurement of position in n-dimensional space.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_959c9715_14fb_4ce8_a93b_79678b2959b9,AreaTimeUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_959c9715_14fb_4ce8_a93b_79678b2959b9,AreaTimeUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_4208f937_8bad_47cf_af46_4ada75e63adb,MolecularFormula,subClassOf,https://w3id.org/emmo#EMMO_9236d0aa_cb39_43a1_bbdd_6a2a714951c8,ChemicalFormula,"A chemical formula may also include other symbols such as parentheses, plus and minus signs, brackets"
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Satisfaction,satisfaction,subClassOf,http://semanticscience.org/resource/Contentment,contentment,contentment is an emotion characterized by acknowledgement and satisfaction of the current state of affairs.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Satisfaction,satisfaction,subClassOf,http://semanticscience.org/resource/PositiveEmotion,positive emotion,A positive emotion is an emotion that feels good.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Novel,novel,subClassOf,http://semanticscience.org/resource/Publication,Publication,A publication is a document that has been made available by a publisher.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_2138677c_845a_4bc2_8be7_7b0a07b4777d,Schleifen,subClassOf,https://w3id.org/emmo#EMMO_24788d59_32f5_4339_a42a_43a102ec14a8,Spanen mit geometrisch unbestimmten Schneiden,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#DegreeCelsiusPerKelvin,Degree Celsius Per Kelvin,subClassOf,https://w3id.org/emmo#EMMO_3227b821_26a5_4c7c_9c01_5c24483e0bd0,DimensionlessUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#DegreeCelsiusPerKelvin,Degree Celsius Per Kelvin,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
