Subject,Predicate,Object
n1951b7155c684ff6befdb168f4684486b206,http://www.w3.org/2002/07/owl#hasValue,http://materialsmine.org/ns/unit/pa
http://semanticscience.org/resource/Creating,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b451
n1951b7155c684ff6befdb168f4684486b599,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/Increased
http://semanticscience.org/resource/XenonAtom,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://purl.org/ontology/bibo/Email,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://purl.org/ontology/bibo/
http://semanticscience.org/resource/RegulationOfProcess,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/SADIWebServiceInvocation,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
n1951b7155c684ff6befdb168f4684486b32,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,n1951b7155c684ff6befdb168f4684486b30
http://semanticscience.org/resource/IncreasedMolecularProductionFromIncreasedRegulation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b1097,http://www.w3.org/2002/07/owl#intersectionOf,n1951b7155c684ff6befdb168f4684486b1099
http://semanticscience.org/resource/DimensionalQuantity,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/WebService,http://www.w3.org/2000/01/rdf-schema#label,web service
http://semanticscience.org/resource/LogicalOperator,http://purl.org/dc/terms/description,A logical operator is a unary or binary relation to construct logical expressions.
http://semanticscience.org/resource/PartialPositiveCharge,http://www.w3.org/2000/01/rdf-schema#label,partial positive charge
n1951b7155c684ff6befdb168f4684486b838,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://semanticscience.org/resource/Design
http://semanticscience.org/resource/hasFunction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#InverseFunctionalProperty
http://semanticscience.org/resource/GenericName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ProfessorRole,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b909
http://xmlns.com/foaf/0.1/Image,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://xmlns.com/foaf/0.1/Document
http://purl.org/ontology/bibo/Statute,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/ontology/bibo/Legislation
http://semanticscience.org/resource/ForeignDatabaseKey,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://materialsmine.org/ns/Metamaterial,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/PolyhedralSurface,http://www.w3.org/2000/01/rdf-schema#label,polyhedral surface
n1951b7155c684ff6befdb168f4684486b764,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/hasProperPart
http://purl.org/ontology/bibo/Collection,http://www.w3.org/2000/01/rdf-schema#label,Collection
n1951b7155c684ff6befdb168f4684486b551,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/inRelationTo
http://semanticscience.org/resource/PoloniumAtom,http://data.bioontology.org/metadata/prefixIRI,sio:PoloniumAtom
http://semanticscience.org/resource/RibonucleicAcidSequence,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b314,http://www.w3.org/2002/07/owl#qualifiedCardinality,2
http://semanticscience.org/resource/DateOfDatabaseSubmission,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/TimeInstant
http://semanticscience.org/resource/hasEvidence,http://www.w3.org/2000/01/rdf-schema#label,has evidence
http://prismstandard.org/namespaces/1.2/basic/edition,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
n1951b7155c684ff6befdb168f4684486b1228,http://www.w3.org/2002/07/owl#members,n1951b7155c684ff6befdb168f4684486b1229
http://materialsmine.org/ns/Nanocomposite,http://www.w3.org/2000/01/rdf-schema#label,Nanocomposite
http://semanticscience.org/resource/DimensionlessQuantity,http://purl.org/dc/terms/description,A dimensionless quantity is a quantity that has no associated unit.
http://materialsmine.org/ns/RollMilling,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/GlobalMinimalStationaryPoint,http://data.bioontology.org/metadata/prefixIRI,sio:GlobalMinimalStationaryPoint
http://semanticscience.org/resource/Dose,http://purl.org/dc/terms/description,A dose is the quantity of a chemical substance administered to a biological system.
http://semanticscience.org/resource/Misery,http://data.bioontology.org/metadata/prefixIRI,sio:Misery
n1951b7155c684ff6befdb168f4684486b1186,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://semanticscience.org/resource/XCartesianCoordinate
http://semanticscience.org/resource/IncreasedObjectProductionFromIncreasedRegulation,http://purl.org/dc/terms/description,increased regulation leads to an increase in the number of target objects of a specified type.
http://semanticscience.org/resource/Left-handedHelical,http://www.w3.org/2002/07/owl#disjointWith,http://semanticscience.org/resource/Right-handedHelical
http://semanticscience.org/resource/Substrate,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://purl.org/ontology/bibo/AcademicArticle,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://purl.org/ontology/bibo/
http://semanticscience.org/resource/HeliumAtom,http://www.w3.org/2000/01/rdf-schema#label,helium atom
http://semanticscience.org/resource/ChemicalSubstance,http://www.w3.org/2004/02/skos/core#exactMatch,CHEMINF:440533
http://semanticscience.org/resource/ScientificName,http://www.w3.org/2000/01/rdf-schema#label,scientific name
http://semanticscience.org/resource/Non-polar,http://www.w3.org/2002/07/owl#disjointWith,http://semanticscience.org/resource/Polar
http://semanticscience.org/resource/Cell,http://purl.org/dc/terms/description,A cell is a biological entity that is contained by a plasma membrane.
http://semanticscience.org/resource/EthnicGroup,http://www.w3.org/2000/01/rdf-schema#label,ethnic group
http://semanticscience.org/resource/DifferentialEquation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b850,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/isEvidenceFor,http://www.w3.org/2000/01/rdf-schema#label,is evidence for
http://semanticscience.org/resource/MinorVersionNumber,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/SoftwareVersionLabel
http://semanticscience.org/resource/Quality,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Attribute
http://materialsmine.org/ns/Total,http://data.bioontology.org/metadata/prefixIRI,materialsmine:Total
http://semanticscience.org/resource/Population,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://materialsmine.org/ns/RelatedDOI,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/NmrDevice,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b473,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/LogLikelihood,http://www.w3.org/2000/01/rdf-schema#label,log likelihood
http://semanticscience.org/resource/BetaStrand,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/AminoAcidPolymerSubmolecule
http://semanticscience.org/resource/ToCauseDisease,http://www.w3.org/2000/01/rdf-schema#label,to cause disease
http://semanticscience.org/resource/Dose,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/DimensionalQuantity
http://semanticscience.org/resource/GraduateStudentAdvisorRole,http://purl.org/dc/terms/description,A graduate student advisor role is the role of an individual employed at an academic organization that is involved in advising graduate students.
http://semanticscience.org/resource/Monosaccharide,http://www.w3.org/2000/01/rdf-schema#label,monosaccharide
n1951b7155c684ff6befdb168f4684486b152,http://www.w3.org/2002/07/owl#someValuesFrom,http://materialsmine.org/ns/AmbientCondition
http://www.ontology-of-units-of-measure.org/resource/om-2/minute-Time,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://semanticscience.org/resource/UnitOfMeasurement
http://materialsmine.org/ns/Equipment,http://www.w3.org/2000/01/rdf-schema#label,Equipment
http://purl.org/ontology/bibo/Manuscript,http://data.bioontology.org/metadata/prefixIRI,bibo:Manuscript
http://semanticscience.org/resource/isAssociatedWith,http://www.w3.org/2000/01/rdf-schema#label,is associated with
http://semanticscience.org/resource/AssertionOvopub,http://www.w3.org/2000/01/rdf-schema#label,assertion ovopub
http://semanticscience.org/resource/MedicalReport,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Report
http://materialsmine.org/ns/ChannelsPerScrew,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ProteinExpressionValue,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/ToBeRecorded,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b1115
http://semanticscience.org/resource/ToModifyOxidationStateOf,http://data.bioontology.org/metadata/prefixIRI,sio:ToModifyOxidationStateOf
http://semanticscience.org/resource/Anger,http://data.bioontology.org/metadata/prefixIRI,sio:Anger
n1951b7155c684ff6befdb168f4684486b1200,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,n1951b7155c684ff6befdb168f4684486b1197
http://semanticscience.org/resource/X-axis,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/CartesianCoordinateAxis
n1951b7155c684ff6befdb168f4684486b351,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b83,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
http://semanticscience.org/resource/GeolegalRegion,http://www.w3.org/2000/01/rdf-schema#label,geolegal region
http://semanticscience.org/resource/PharmaceuticalDrug,http://www.w3.org/2000/01/rdf-schema#label,pharmaceutical drug
n1951b7155c684ff6befdb168f4684486b1104,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
n1951b7155c684ff6befdb168f4684486b887,http://www.w3.org/2001/XMLSchema#maxInclusive,1.0
http://semanticscience.org/resource/isSimilarTo,http://www.w3.org/2000/01/rdf-schema#label,is similar to
n1951b7155c684ff6befdb168f4684486b444,http://www.w3.org/2002/07/owl#intersectionOf,n1951b7155c684ff6befdb168f4684486b447
http://semanticscience.org/resource/MaintenanceOfQuantityOfObjectProduction,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/PieChart,http://data.bioontology.org/metadata/prefixIRI,sio:PieChart
n1951b7155c684ff6befdb168f4684486b727,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/ChemicalEntity
n1951b7155c684ff6befdb168f4684486b396,http://www.w3.org/2002/07/owl#someValuesFrom,n1951b7155c684ff6befdb168f4684486b397
http://semanticscience.org/resource/Equation,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/hasParameter,http://www.w3.org/2002/07/owl#inverseOf,http://semanticscience.org/resource/isParameterIn
http://purl.org/ontology/bibo/Website,http://www.w3.org/2000/01/rdf-schema#comment,A group of Webpages accessible on the Web.
http://semanticscience.org/resource/OpticalIsomer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b661,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/Molecule
http://semanticscience.org/resource/DataItem,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/ComputationalEntity
http://semanticscience.org/resource/Newspaper,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/ontology/sio.owl,http://purl.org/vocab/vann/preferredNamespaceUri,http://semanticscience.org/resource/
http://semanticscience.org/resource/ObjectModel,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Model
http://semanticscience.org/resource/PartialPositiveCharge,http://data.bioontology.org/metadata/prefixIRI,sio:PartialPositiveCharge
http://purl.org/ontology/bibo/presents,http://www.w3.org/2000/01/rdf-schema#comment,"Relates an event to associated documents; for example, conference to a paper."
http://semanticscience.org/resource/Structure,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
n1951b7155c684ff6befdb168f4684486b421,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/ExperimentalProtocol
http://semanticscience.org/resource/isMatchTo,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
n1951b7155c684ff6befdb168f4684486b1292,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://semanticscience.org/resource/PhdThesis
http://semanticscience.org/resource/Plan,http://purl.org/dc/terms/description,"A plan is a set of intended actions, through which one expects to achieve a goal."
http://semanticscience.org/resource/ToProvide,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/ToRetrieve
http://semanticscience.org/resource/MedicalPractitioner,http://purl.org/dc/terms/description,A medical practioner is an individual that provides medical care.
http://semanticscience.org/resource/BariumAtom,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ObjectModel,http://www.w3.org/2002/07/owl#disjointWith,http://semanticscience.org/resource/ProcessModel
http://materialsmine.org/ns/ProceedingsArticle,http://data.bioontology.org/metadata/prefixIRI,materialsmine:ProceedingsArticle
http://www.ontology-of-units-of-measure.org/resource/om-2/megapascal,http://www.w3.org/2000/01/rdf-schema#label,Megapascal
http://semanticscience.org/resource/MedicalIntervention,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://purl.org/ontology/bibo/content,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.org/ontology/bibo/Document
http://semanticscience.org/resource/SoftwareProcessIdentifier,http://www.w3.org/2000/01/rdf-schema#label,software process identifier
http://semanticscience.org/ontology/sio.owl,http://purl.org/spar/cito/citesAsAuthority,http://www.jbiomedsem.com/content/5/1/14
http://semanticscience.org/resource/Specimen,http://purl.org/dc/terms/description,"A specimen is a portion of material for use in testing, examination, or study."
http://materialsmine.org/ns/Extruder,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b127
n1951b7155c684ff6befdb168f4684486b756,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://semanticscience.org/resource/PositiveNucleicAcidStrand
http://materialsmine.org/ns/TensileStressAtYield,http://www.w3.org/2000/01/rdf-schema#label,Tensile Stress At Yield
http://semanticscience.org/resource/isPartOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://semanticscience.org/resource/ChemicalExposure,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
n1951b7155c684ff6befdb168f4684486b1182,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,n1951b7155c684ff6befdb168f4684486b1179
http://semanticscience.org/resource/Streamgraph,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Predicting,http://purl.org/dc/terms/description,predicting is the process of formulating a proposition about a state of affairs which might be realized in the future.
http://semanticscience.org/resource/PrimaryDatabaseKey,http://www.w3.org/2000/01/rdf-schema#label,primary database key
http://purl.org/ontology/bibo/transcriptOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://semanticscience.org/resource/Cellinformational,http://data.bioontology.org/metadata/prefixIRI,sio:Cellinformational
http://materialsmine.org/ns/PlasticElastic,http://www.w3.org/2000/01/rdf-schema#label,Plastic Elastic
http://semanticscience.org/resource/ChemicalQuality,http://data.bioontology.org/metadata/prefixIRI,sio:ChemicalQuality
http://purl.org/ontology/bibo/Workshop,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/c4dm/event.owl#Event
n1951b7155c684ff6befdb168f4684486b941,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,n1951b7155c684ff6befdb168f4684486b942
http://semanticscience.org/resource/Pathway,http://purl.org/dc/terms/description,A pathway is an effective specification that outlines a set of actions that forms a way to achieve an objective.
http://semanticscience.org/resource/ToBindTo,http://data.bioontology.org/metadata/prefixIRI,sio:ToBindTo
http://purl.org/ontology/bibo/Journal,http://www.w3.org/2000/01/rdf-schema#comment,A periodical of scholarly journal Articles.
http://materialsmine.org/ns/InterphaseThickness,http://data.bioontology.org/metadata/prefixIRI,materialsmine:InterphaseThickness
http://semanticscience.org/resource/Indifference,http://data.bioontology.org/metadata/prefixIRI,sio:Indifference
http://semanticscience.org/resource/ActionSpecification,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/MicroarrayDevice,http://data.bioontology.org/metadata/prefixIRI,sio:MicroarrayDevice
http://semanticscience.org/resource/FreeRadicalAddition,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Non-polarAdditionReaction
http://semanticscience.org/resource/Submolecule,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b1060
http://semanticscience.org/resource/isMatchTo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.ontology-of-units-of-measure.org/resource/om-2/nanometre,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://semanticscience.org/resource/UnitOfMeasurement
http://semanticscience.org/resource/isEndTimeOf,http://www.w3.org/2000/01/rdf-schema#label,is end time of
http://semanticscience.org/resource/Position,http://purl.org/dc/terms/description,A measurement of a spatial location relative to a frame of reference or other objects.
http://purl.org/ontology/bibo/status/forthcoming,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://semanticscience.org/resource/Hurt,http://data.bioontology.org/metadata/prefixIRI,sio:Hurt
http://semanticscience.org/resource/Identifier,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Label
http://semanticscience.org/resource/ToLuminesce,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/ToBeActivelyInteractedWith
http://semanticscience.org/resource/Polyline,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b853
http://semanticscience.org/resource/StrontiumAtom,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://purl.org/ontology/bibo/number,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://semanticscience.org/resource/Boldness,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/MolecularStructureFile,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ToBeModified,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/PharmaceuticalDrug,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://materialsmine.org/ns/HotPressing,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://materialsmine.org/ns/Molding
http://purl.org/ontology/bibo/Magazine,http://www.w3.org/2000/01/rdf-schema#comment,"A periodical of magazine Articles. A magazine is a publication that is issued periodically, usually bound in a paper cover, and typically contains essays, stories, poems, etc., by many writers, and often photographs and drawings, frequently specializing in a particular subject or area, as hobbies, news, or sports."
n1951b7155c684ff6befdb168f4684486b1267,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,n1951b7155c684ff6befdb168f4684486b1268
http://semanticscience.org/resource/Chapter,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/isEncodedBy,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Worm,http://www.w3.org/2000/01/rdf-schema#label,worm
http://semanticscience.org/resource/ComputationalEntity,http://purl.org/dc/terms/description,A computational entity is an information content entity operated on using some computational system.
http://purl.org/ontology/bibo/abstract,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://purl.org/ontology/bibo/Newspaper,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ToServeAsATemplateForMolecularSynthesis,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://materialsmine.org/ns/CompressionProperty,http://data.bioontology.org/metadata/prefixIRI,materialsmine:CompressionProperty
http://semanticscience.org/resource/isNumericallyComparableTo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#SymmetricProperty
http://semanticscience.org/resource/ControlGroup,http://www.w3.org/2000/01/rdf-schema#label,control group
http://purl.org/ontology/bibo/Map,http://www.w3.org/2000/01/rdf-schema#label,Map
http://semanticscience.org/resource/Pathogen,http://data.bioontology.org/metadata/prefixIRI,sio:Pathogen
http://semanticscience.org/resource/Rigid,http://purl.org/dc/terms/description,rigid is the quality of maintaining structural integrity (and not bending) under pressure.
http://semanticscience.org/resource/LiteratureCuration,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ChemicalDestruction,http://purl.org/dc/terms/description,chemical destruction is destruction of a chemical entity to its chemical constituents through one ormore chemical interactions or reactions.
http://semanticscience.org/resource/InformationalEntityIdentifier,http://www.w3.org/2000/01/rdf-schema#label,informational entity identifier
n1951b7155c684ff6befdb168f4684486b1106,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,n1951b7155c684ff6befdb168f4684486b1107
http://materialsmine.org/ns/ThermogravimetricAnalysis,http://materialsmine.org/ns/hasSelector,//Thermogravimetric_Analysis
http://semanticscience.org/resource/PolygonEdge,http://purl.org/dc/terms/description,A polygon edge is a line segment joining two polygon vertices.
http://materialsmine.org/ns/Stirring,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://materialsmine.org/ns/Mixing
http://semanticscience.org/resource/ProteinDomain,http://data.bioontology.org/metadata/prefixIRI,sio:ProteinDomain
http://semanticscience.org/resource/ScandiumAtom,http://www.w3.org/2000/01/rdf-schema#label,scandium atom
http://semanticscience.org/resource/SecondaryTitle,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Row,http://data.bioontology.org/metadata/prefixIRI,sio:Row
http://semanticscience.org/resource/Carbohydrate,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/OrganicPolymer
http://semanticscience.org/resource/ACollectionOfReplicates,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/PolarCoordinate,http://www.w3.org/2000/01/rdf-schema#label,polar coordinate
http://materialsmine.org/ns/unit/j-gk,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://semanticscience.org/resource/UnitOfMeasurement
http://semanticscience.org/resource/InactiveIngredient,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Hostility,http://data.bioontology.org/metadata/prefixIRI,sio:Hostility
n1951b7155c684ff6befdb168f4684486b1051,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/isPartOf
n1951b7155c684ff6befdb168f4684486b1232,http://www.w3.org/2002/07/owl#members,n1951b7155c684ff6befdb168f4684486b1233
http://purl.org/ontology/bibo/issue,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,stable
http://materialsmine.org/ns/ThermalProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Quantity
http://semanticscience.org/resource/InclusionCriterion,http://www.w3.org/2000/01/rdf-schema#label,inclusion criterion
http://semanticscience.org/resource/BiologicalFluid,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/isSpecializationOf,http://semanticscience.org/resource/equivalentTo,http://www.w3.org/ns/prov#specializationOf
n1951b7155c684ff6befdb168f4684486b494,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/resultsIn
http://materialsmine.org/ns/ProbabilityOfFailure,http://www.w3.org/2004/02/skos/core#definition,"As the electric field is intensified, the probability of failure is the likelihood that a breakdown channel forms across the test specimen."
http://semanticscience.org/resource/Gesturing,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/MedicalScreening,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/CopyNumberVariation,http://purl.org/dc/terms/description,copy number variation refers to the number of deletions/duplications of a DNA region as compared to some reference state.
n1951b7155c684ff6befdb168f4684486b884,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/isGreaterThanOrEqualTo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://purl.org/ontology/bibo/performer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://semanticscience.org/resource/hasQuality,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/DateOfIssue,http://www.w3.org/2000/01/rdf-schema#label,date of issue
http://semanticscience.org/resource/PH,http://purl.org/dc/terms/description,pH is a measure of the activity of the (solvated) hydrogen ion. 
http://semanticscience.org/resource/Hurt,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://materialsmine.org/ns/unit/ppm-c,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
