Class,SubClassOf,IntersectionOf,Comment,OnProperty,SomeValuesFrom,Definition
http://semanticscience.org/resource/SoftwareModule,http://semanticscience.org/resource/SoftwareEntity,None,None,None,None,A software module is software composed of a collection of software methods.
http://semanticscience.org/resource/SoftwareProcessIdentifier,http://semanticscience.org/resource/InformationalEntityIdentifier,None,None,None,None,A software process identifier is an identifier for a software process in some operating system.
http://semanticscience.org/resource/SoftwareScript,http://semanticscience.org/resource/SoftwareEntity,None,None,None,None,A software script is software whose instructions can be executed using a software interpreter.
http://semanticscience.org/resource/SoftwareVersionLabel,http://semanticscience.org/resource/VersionLabel,None,None,None,None,A software version label is a version label for a piece of software.
http://semanticscience.org/resource/SoftwareVersionLabel,nc1dd680924f540ad8a0d60c28f9143d8b1030,None,None,None,None,A software version label is a version label for a piece of software.
http://semanticscience.org/resource/SofwareExecution,http://semanticscience.org/resource/InformationProcessing,None,None,None,None,software execution is the process of executing software on a computing device.
http://semanticscience.org/resource/SolidStateHardDrive,http://semanticscience.org/resource/HardDiskDrive,None,None,None,None,A solid-state drive (SSD) is a data storage device that uses solid-state memory to store persistent data.
http://semanticscience.org/resource/Solute,http://semanticscience.org/resource/LiquidSolutionComponent,None,None,None,None,A solute is a substance that becomes dissolved in a solvent.
http://semanticscience.org/resource/Solvent,http://semanticscience.org/resource/LiquidSolutionComponent,None,None,None,None,A solvent is a substance that can dissolve other substances (solutes).
http://semanticscience.org/resource/SomeOfTheTime,http://semanticscience.org/resource/TemporalQualifier,None,None,None,None,some refers to in the minority of occasions
http://semanticscience.org/resource/Sorrow,http://semanticscience.org/resource/Sadness,None,None,None,None,"sorrow is the emotion that is characterized by a long term state of intense sadness, distress and a degree of resignation (not accepting)."
http://semanticscience.org/resource/SoundArgument,http://semanticscience.org/resource/ValidArgument,None,None,None,None,A sound argument is a valid argument with true premises.
http://semanticscience.org/resource/SoundArgument,nc1dd680924f540ad8a0d60c28f9143d8b1031,None,None,None,None,A sound argument is a valid argument with true premises.
nc1dd680924f540ad8a0d60c28f9143d8b1032,None,nc1dd680924f540ad8a0d60c28f9143d8b1034,None,None,None,None
http://semanticscience.org/resource/SoundWave,http://semanticscience.org/resource/Wave,None,None,None,None,"A sound wave is a mechanical wave that is an oscillation of pressure transmitted through a solid, liquid, or gas, composed of frequencies within the range of hearing."
http://semanticscience.org/resource/SpatialBoundary,http://semanticscience.org/resource/SpatialRegion,None,None,None,None,A spatial boundary is the closure minus the interior of a subset of a topological space.
http://semanticscience.org/resource/SpatialQuantity,http://semanticscience.org/resource/DimensionalQuantity,None,None,None,None,A spatial quantity is a quantity obtained from measuring the spatial extent of an entity 
http://semanticscience.org/resource/SpatialQuantity,nc1dd680924f540ad8a0d60c28f9143d8b1036,None,None,None,None,A spatial quantity is a quantity obtained from measuring the spatial extent of an entity 
http://semanticscience.org/resource/SpatialQuantity,nc1dd680924f540ad8a0d60c28f9143d8b1037,None,None,None,None,A spatial quantity is a quantity obtained from measuring the spatial extent of an entity 
http://semanticscience.org/resource/SpatialRegion,http://semanticscience.org/resource/Object,None,None,None,None,A spatial region is an object contained in some region of space.
http://semanticscience.org/resource/SpatialRegion,nc1dd680924f540ad8a0d60c28f9143d8b1038,None,None,None,None,A spatial region is an object contained in some region of space.
http://semanticscience.org/resource/SpatialSpecification,http://semanticscience.org/resource/FunctionalSpecification,None,None,None,None,A specification for spatial location is an effective specification towards representation spatial position or spatial data.
http://semanticscience.org/resource/SpecializedMaterialEntity,http://semanticscience.org/resource/MaterialEntity,None,None,None,None,"A specialized material entity is a material entity that is defined by having some quality, role or capability."
http://semanticscience.org/resource/SpecializedMaterialEntity,http://semanticscience.org/resource/SpecializedObject,None,None,None,None,"A specialized material entity is a material entity that is defined by having some quality, role or capability."
nc1dd680924f540ad8a0d60c28f9143d8b1039,None,nc1dd680924f540ad8a0d60c28f9143d8b1041,None,None,None,None
http://semanticscience.org/resource/SpecializedObject,http://semanticscience.org/resource/Object,None,None,None,None,None
nc1dd680924f540ad8a0d60c28f9143d8b1043,None,nc1dd680924f540ad8a0d60c28f9143d8b1045,None,None,None,None
http://semanticscience.org/resource/SpecificGravity,http://semanticscience.org/resource/Ratio,None,None,None,None,"Specific gravity is the ratio of the density of a substance to the density of a reference substance; equivalently, it is the ratio of the mass of a substance to the mass of a reference substance for the same given volume."
http://semanticscience.org/resource/Specification,http://semanticscience.org/resource/Description,None,None,None,None,"A specification is a description of the essential technical attributes/requirements for an object or procedure, and may be used to determine that the object / procedure meets its requirements/attributes."
http://semanticscience.org/resource/Specification,nc1dd680924f540ad8a0d60c28f9143d8b1047,None,None,None,None,"A specification is a description of the essential technical attributes/requirements for an object or procedure, and may be used to determine that the object / procedure meets its requirements/attributes."
http://semanticscience.org/resource/Specification,nc1dd680924f540ad8a0d60c28f9143d8b1048,None,None,None,None,"A specification is a description of the essential technical attributes/requirements for an object or procedure, and may be used to determine that the object / procedure meets its requirements/attributes."
http://semanticscience.org/resource/Specification,nc1dd680924f540ad8a0d60c28f9143d8b1049,None,None,None,None,"A specification is a description of the essential technical attributes/requirements for an object or procedure, and may be used to determine that the object / procedure meets its requirements/attributes."
http://semanticscience.org/resource/Specimen,http://semanticscience.org/resource/Sample,None,None,None,None,"A specimen is a portion of material for use in testing, examination, or study."
http://semanticscience.org/resource/Speculation,http://semanticscience.org/resource/Opinion,None,None,None,None,speculation is an opinion based on incomplete evidence.
http://semanticscience.org/resource/Speech,http://semanticscience.org/resource/Communicating,None,None,None,None,speech is the expression of thoughts and feelings by sound.
http://semanticscience.org/resource/Speed,http://semanticscience.org/resource/RateOfChange,None,None,None,None,Speed is the rate of change of an object's position.
http://semanticscience.org/resource/SphericalCoordinateSystem,http://semanticscience.org/resource/CoordinateSystem,None,None,None,None,"A spherical coordinate system is a coordinate system for three-dimensional space where the position of a point is specified by three numbers: the radial distance of that point from a fixed origin, its polar angle measured from a fixed zenith direction, and the azimuth angle of its orthogonal projection on a reference plane that passes through the origin and is orthogonal to the zenith, measured from a fixed reference direction on that plane."
http://semanticscience.org/resource/SpliceSite,http://semanticscience.org/resource/RNATranscriptComponent,None,None,None,None,A splice site is a region required for the excision of an intron and connection to another exon.
http://semanticscience.org/resource/StackGraph,http://semanticscience.org/resource/StatisticalGraph,None,None,None,None,A stack graph is a statistical graph which presents multiple series in which the distance between one series and another indicates the relative contribution to the total for any x-value.
http://semanticscience.org/resource/StackedBarGraph,http://semanticscience.org/resource/BarGraph,None,None,None,None,A stacked bar graph is a bar graph in which each rectangular bar is partioned by the categorical value of each series of data.
http://semanticscience.org/resource/Standard,http://semanticscience.org/resource/Specification,None,None,None,None,A standard is a socially-agreed upon specification.
http://semanticscience.org/resource/Standard,nc1dd680924f540ad8a0d60c28f9143d8b1050,None,None,None,None,A standard is a socially-agreed upon specification.
http://semanticscience.org/resource/StandardDeviation,http://semanticscience.org/resource/Quantity,None,None,None,None,"A standard deviation (represented by the symbol σ) is the quantity of  variation from the average (mean, or expected value)."
http://semanticscience.org/resource/StandardOperatingProcedure,http://semanticscience.org/resource/ExperimentalProtocol,None,None,None,None,A standard operating procedure is a specification approved for use in specific environments.
http://semanticscience.org/resource/StandardScore,http://semanticscience.org/resource/ProbabilityMeasure,None,None,None,None,A standard score is the (signed) number of standard deviations an observation or datum is above the mean. 
http://semanticscience.org/resource/StartCodon,http://semanticscience.org/resource/RNATranscriptComponent,None,None,None,None,A start codon is the first codon of a messenger RNA (mRNA) transcript translated by a ribosome. The start codon is almost always preceded by an untranslated region 5' UTR.
http://semanticscience.org/resource/StartDate,http://semanticscience.org/resource/TimeInstant,None,None,None,None,A start date is a time instant pertaining to the date of the beginning of a process.
http://semanticscience.org/resource/StartPoint,http://semanticscience.org/resource/TerminalPoint,None,None,None,None,"A start point is a terminal point which is the first of an ordered 
pair of points."
http://semanticscience.org/resource/StartPosition,http://semanticscience.org/resource/LinearPosition,None,None,None,None,A start position is the proximal position of an object relative to an origin in a linear system.
http://semanticscience.org/resource/StartTime,http://semanticscience.org/resource/TimeInstant,None,None,None,None,A start time is a time instant pertaining to the time at which a process begins.
http://semanticscience.org/resource/State,http://semanticscience.org/resource/GeopoliticalRegion,None,None,None,None,A state is a set of governing and supportive institutions that have sovereignty over a definite territory and population.
http://semanticscience.org/resource/Statement,http://semanticscience.org/resource/Proposition,None,None,None,None,"A statement is a proposition that is either (a) a meaningful declarative sentence that is either true or false, or (b) that which a true or false declarative sentence asserts."
http://semanticscience.org/resource/StatementOfConsequence,http://semanticscience.org/resource/Statement,None,None,None,None,None
http://semanticscience.org/resource/StationaryPoint,http://semanticscience.org/resource/DataPoint,None,None,None,None,"A stationary point is a point that is part of a curve in which the derivative at that point is zero, and hence its value is at least a local maximum or minimum."
http://semanticscience.org/resource/StatisticalAssociation,http://semanticscience.org/resource/Association,None,None,None,None,A statistical association is any relationship between two measured quantities that renders them statistically dependent.
http://semanticscience.org/resource/StatisticalGraph,http://semanticscience.org/resource/Chart,None,None,None,None,A statistical graph is a figure that displays the relationship among numeric data and/or mathematical functions.
http://semanticscience.org/resource/StatisticalGraphLine,http://semanticscience.org/resource/Line,None,None,None,None,A statistical graph line is a line used in a statistical graph to communicate some trend or feature of the embedded data.
http://semanticscience.org/resource/StatusDescriptor,http://semanticscience.org/resource/InformationalQuality,None,None,None,None,status descriptor is a descriptor for the state of a process or object.
http://semanticscience.org/resource/Statute,http://semanticscience.org/resource/LegalDocument,None,None,None,None,"A statute is a formal written enactment of a legislative authority that governs a state, city or country."
http://semanticscience.org/resource/Stereoisomer,http://semanticscience.org/resource/Isomer,None,None,None,None,"A stereoisomer is an isomer in which the atomic connectivity is the same, but differs in its spatial arrangement of atoms."
http://semanticscience.org/resource/StopCodon,http://semanticscience.org/resource/RNATranscriptComponent,None,None,None,None,A stop codon (or termination codon) is a nucleotide triplet within messenger RNA that signals a termination of translation.
http://semanticscience.org/resource/StopCodon,nc1dd680924f540ad8a0d60c28f9143d8b1051,None,None,None,None,A stop codon (or termination codon) is a nucleotide triplet within messenger RNA that signals a termination of translation.
http://semanticscience.org/resource/Straight,http://semanticscience.org/resource/Curvature,None,None,None,None,"straight is a quality of a bearer that is free of curves, bends, or angles."
http://semanticscience.org/resource/Strain,http://semanticscience.org/resource/Organism,None,None,None,None,A strain is a genetic variant or kind of microorganism.
http://semanticscience.org/resource/Strain,nc1dd680924f540ad8a0d60c28f9143d8b1052,None,None,None,None,A strain is a genetic variant or kind of microorganism.
http://semanticscience.org/resource/Streamgraph,http://semanticscience.org/resource/StackGraph,None,None,None,None,A streamgraph is a multi-line stacked graph that yields the appearance of continuous y-values across the x-axis.
http://semanticscience.org/resource/StreetName,http://semanticscience.org/resource/PositionalIdentifier,None,None,None,None,A street name is the token given to identify a particular street.
http://semanticscience.org/resource/Strong,http://semanticscience.org/resource/Intensity,None,None,None,None,"strong is a qualitative intensity value that is more intense than moderate, but less intense than severe."
http://semanticscience.org/resource/StrongChemicalSalt,http://semanticscience.org/resource/ChemicalSalt,None,None,None,None,"a strong chemical salt is a chemical salt that is composed of strong electrolytes. Strong chemical salts contain Na,K,NH4 or NO3, CIO4, CH3COO."
http://semanticscience.org/resource/StrongSubmolecularComponent,http://semanticscience.org/resource/SubmolecularEntity,None,None,None,None,A strong submolecular component is a submolecular component that strongly connects submolecular components.
http://semanticscience.org/resource/StrontiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/StructuralIsomer,http://semanticscience.org/resource/Isomer,None,None,None,None,A structural isomer is an isomer in which the atoms are joined together in different ways.
http://semanticscience.org/resource/StructuralMotif,http://semanticscience.org/resource/Pattern,None,None,None,None,A structural motif is a pattern in a structure formed by a spatial arrangement of objects (e.g. atoms).
http://semanticscience.org/resource/StructuralQuality,http://semanticscience.org/resource/ObjectQuality,None,None,None,None,A structural quality is a quality of an object that describes its structure.
http://semanticscience.org/resource/Structure,http://semanticscience.org/resource/FunctionalSpecification,None,None,None,None,structure is the specification that refers to the composition and arrangement of parts of an object.
http://semanticscience.org/resource/Student,http://semanticscience.org/resource/Academic,None,None,None,None,A student is an individual who is attends an educational institution.
http://semanticscience.org/resource/StudentAdvisorRole,http://semanticscience.org/resource/AcademicRole,None,None,None,None,A student advisor role is the role of an individual employed at an academic organization that is involved in advising students.
http://semanticscience.org/resource/StudentRole,http://semanticscience.org/resource/AcademicRole,None,None,None,None,A student role is the role of an individual that is enrolled in courses at an academic institution.
http://semanticscience.org/resource/StudentRole,nc1dd680924f540ad8a0d60c28f9143d8b1053,None,None,None,None,A student role is the role of an individual that is enrolled in courses at an academic institution.
http://semanticscience.org/resource/Study,http://semanticscience.org/resource/Investigation,None,None,None,None,A study is a process that realizes the steps of a study design.
http://semanticscience.org/resource/Study,nc1dd680924f540ad8a0d60c28f9143d8b1054,None,None,None,None,A study is a process that realizes the steps of a study design.
http://semanticscience.org/resource/Study,nc1dd680924f540ad8a0d60c28f9143d8b1055,None,None,None,None,A study is a process that realizes the steps of a study design.
http://semanticscience.org/resource/StudyDesign,http://semanticscience.org/resource/ExperimentalProtocol,None,None,None,None,A study design is a protocol for the proper execution of a study which normally requires a carefullly crafted research question or hypothesis and at least one variable under observation and observed values for that variable.
http://semanticscience.org/resource/StudyDesign,nc1dd680924f540ad8a0d60c28f9143d8b1056,None,None,None,None,A study design is a protocol for the proper execution of a study which normally requires a carefullly crafted research question or hypothesis and at least one variable under observation and observed values for that variable.
http://semanticscience.org/resource/StudyGroup,http://semanticscience.org/resource/Collective,None,None,None,None,A study group is a group of individuals that are subjects in an observational or intervention study.
http://semanticscience.org/resource/StudySubject,http://semanticscience.org/resource/Person,None,None,None,None,A study subject is an individual that is the subject of the study.
http://semanticscience.org/resource/SubcellularEntity,http://semanticscience.org/resource/BiologicalEntity,None,None,None,None,None
http://semanticscience.org/resource/SubcellularEntity,nc1dd680924f540ad8a0d60c28f9143d8b1058,None,None,None,None,None
http://semanticscience.org/resource/SubjectRole,http://semanticscience.org/resource/InvestigationalRole,None,None,None,None,A subject role is the role of an individual that is the target of the study.
http://semanticscience.org/resource/SubmolecularEntity,http://semanticscience.org/resource/ChemicalEntity,None,None,None,None,A submolecular entity is a chemical entity that is a part of a molecule.
http://semanticscience.org/resource/SubmolecularEntity,nc1dd680924f540ad8a0d60c28f9143d8b1059,None,None,None,None,A submolecular entity is a chemical entity that is a part of a molecule.
http://semanticscience.org/resource/Submolecule,http://semanticscience.org/resource/SubmolecularEntity,None,None,None,None,A submolecule is any part of a molecule.
http://semanticscience.org/resource/Submolecule,nc1dd680924f540ad8a0d60c28f9143d8b1060,None,None,None,None,A submolecule is any part of a molecule.
http://semanticscience.org/resource/Submolecule,nc1dd680924f540ad8a0d60c28f9143d8b1061,None,None,None,None,A submolecule is any part of a molecule.
http://semanticscience.org/resource/Substrate,http://semanticscience.org/resource/Molecule,None,None,None,None,A substrate is a molecule that is consumed in the course of a biochemical reaction.
http://semanticscience.org/resource/Substrate,http://semanticscience.org/resource/Target,None,None,None,None,A substrate is a molecule that is consumed in the course of a biochemical reaction.
nc1dd680924f540ad8a0d60c28f9143d8b1062,None,nc1dd680924f540ad8a0d60c28f9143d8b1065,None,None,None,None
http://semanticscience.org/resource/SubstrateRole,http://semanticscience.org/resource/ReactantRole,None,None,None,None,The role of a chemical entity that is modified in a chemical reaction.
http://semanticscience.org/resource/Suffering,http://semanticscience.org/resource/Hurt,None,None,None,None,Suffering is the unpleasant emotion and aversion associated with the perception of harm or threat of harm in an individual.
http://semanticscience.org/resource/Suicidal,http://semanticscience.org/resource/NegativeEmotion,None,None,None,None,suicidal is the emotion of being deeply unhappy or depressed with thoughts of killing one's self.
http://semanticscience.org/resource/SulfurAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Sum,http://semanticscience.org/resource/Quantity,None,None,None,None,A sum is the result of adding a set of values together.
http://semanticscience.org/resource/Supernatant,http://semanticscience.org/resource/CentrifugationSubstance,None,None,None,None,A supernatent is a liquid substance that remains after centrifugation.
http://semanticscience.org/resource/SurfaceArea,http://semanticscience.org/resource/Area,None,None,None,None,The surface area of a is a measure of the total area that the surface of the object occupies.
http://semanticscience.org/resource/SurfaceNormal,http://semanticscience.org/resource/VectorLine,None,None,None,None,A surface normal is a vector that is perpendicular to a flat surface.
http://semanticscience.org/resource/Surprise,http://semanticscience.org/resource/PositiveEmotion,None,None,None,None,surprise is a brief emotion experienced as the result of an unexpected event. 
http://semanticscience.org/resource/Suspended,http://semanticscience.org/resource/ProcessStatus,None,None,None,None,suspended is the status of a process that is no longer progressing towards completion.
http://semanticscience.org/resource/Syllable,http://semanticscience.org/resource/VerbalLanguageEntity,None,None,None,None,"A syllable is a verbal entity of language having one vowel sound, with or without surrounding consonants, forming the whole or a part of a word."
http://semanticscience.org/resource/Symbol,http://semanticscience.org/resource/Representation,None,None,None,None,A symbol is a proposition about what an entity represents.
http://semanticscience.org/resource/Symbol,nc1dd680924f540ad8a0d60c28f9143d8b1068,None,None,None,None,A symbol is a proposition about what an entity represents.
http://semanticscience.org/resource/Symbol,nc1dd680924f540ad8a0d60c28f9143d8b1069,None,None,None,None,A symbol is a proposition about what an entity represents.
http://semanticscience.org/resource/SymportEnabledSecondaryActiveTransport,http://semanticscience.org/resource/SecondaryActiveTransport,None,None,None,None,symport enabled secondary active transport is a secondary active transfort in which both ion and molecule are transported in the same direction simultaneously.
http://semanticscience.org/resource/Syndrome,http://semanticscience.org/resource/Description,None,None,None,None,"A syndrome is composed of a set of several clinically recognizable features, signs (observed by someone other than the patient), symptoms (reported by the patient), phenomena or characteristics that often occur together."
http://semanticscience.org/resource/Synonym,http://semanticscience.org/resource/TermVariant,None,None,None,None,A synonym is a word with the same or very similar meanings.
nc1dd680924f540ad8a0d60c28f9143d8b1070,None,nc1dd680924f540ad8a0d60c28f9143d8b1072,None,None,None,None
http://semanticscience.org/resource/SynthesisReaction,http://semanticscience.org/resource/InorganicReaction,None,None,None,None,A synthesis reaction is an inorganic reaction in which two or more molecules are chemically bonded together to produce a single product.
http://semanticscience.org/resource/SyntheticQuality,http://semanticscience.org/resource/ObjectRelationalQuality,None,None,None,None,synthetic quality is the quality of a manufactured object that has similar properties as naturally occuring objects.
http://semanticscience.org/resource/T-statistic,http://semanticscience.org/resource/Ratio,None,None,None,None,A t-statistic is a ratio of the departure of an estimated parameter from its notional value and its standard error. 
http://semanticscience.org/resource/T-statisticBasedDecreasedDifferentialGeneExpression,http://semanticscience.org/resource/DifferentialGeneExpressionRatio,None,None,None,None,A t-statistic based decreased differential gene expression is a differential gene expression ratio in which the t-statistic is less than zero.
http://semanticscience.org/resource/T-statisticBasedDecreasedDifferentialGeneExpression,nc1dd680924f540ad8a0d60c28f9143d8b1074,None,None,None,None,A t-statistic based decreased differential gene expression is a differential gene expression ratio in which the t-statistic is less than zero.
nc1dd680924f540ad8a0d60c28f9143d8b1075,None,nc1dd680924f540ad8a0d60c28f9143d8b1080,None,None,None,None
http://semanticscience.org/resource/T-statisticBasedIncreasedDifferentialGeneExpression,http://semanticscience.org/resource/DifferentialGeneExpressionRatio,None,None,None,None,A t-statistic based increased differential gene expression is a differential gene expression ratio in which the t-statistic is greater than zero.
http://semanticscience.org/resource/T-statisticBasedIncreasedDifferentialGeneExpression,nc1dd680924f540ad8a0d60c28f9143d8b1082,None,None,None,None,A t-statistic based increased differential gene expression is a differential gene expression ratio in which the t-statistic is greater than zero.
nc1dd680924f540ad8a0d60c28f9143d8b1083,None,nc1dd680924f540ad8a0d60c28f9143d8b1088,None,None,None,None
http://semanticscience.org/resource/Table,http://semanticscience.org/resource/Figure,None,None,None,None,A table is a figure that consists of an ordered arrangement of columns and rows.
http://semanticscience.org/resource/TableOfContents,http://semanticscience.org/resource/DocumentSection,None,None,None,None,The table of contents is a document section that lists all sections (and optionally subsections) in a sequential order along with their page number.
http://semanticscience.org/resource/TagCloud,http://semanticscience.org/resource/TextualChart,None,None,None,None,A tag cloud is a visualization of word frequencies.
http://semanticscience.org/resource/TantalumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Target,http://semanticscience.org/resource/Molecule,None,None,None,None,None
nc1dd680924f540ad8a0d60c28f9143d8b1090,None,nc1dd680924f540ad8a0d60c28f9143d8b1092,None,None,None,None
http://semanticscience.org/resource/TechnetiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/TechnicalReport,http://semanticscience.org/resource/Publication,None,None,None,None,"A technical report is a publication published by a school or other institution, usually numbered within a series."
http://semanticscience.org/resource/Telephone,http://semanticscience.org/resource/CommunicationDevice,None,None,None,None,"The telephone is a communications device that transmits and receives sounds, and are minimally composed of a microphone to speak into, a speaker'which reproduces the voice of the other person and a ringer which makes a sound to alert the owner when a call is coming in."
http://semanticscience.org/resource/TelephoneNumber,http://semanticscience.org/resource/InformationalEntityIdentifier,None,None,None,None,a telephone number is an identifier used to connect to a physical device capable of transfering voice or data over a network.
http://semanticscience.org/resource/TelevisionProgram,http://semanticscience.org/resource/Media,None,None,None,None,A television program is a audiovisual media that is produced and broadcast using a television.
http://semanticscience.org/resource/TelluriumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/TemporalQualifier,http://semanticscience.org/resource/InformationalQuality,None,None,None,None,a temporal qualifier is pertains to the frequency of the event of interest.
http://semanticscience.org/resource/Tensor,http://semanticscience.org/resource/MathematicalEntity,None,None,None,None,a tensor is a n-dimensional array.
http://semanticscience.org/resource/TerbiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Term,http://semanticscience.org/resource/LanguageEntity,None,None,None,None,A term is a word or phrase used to denote one or more entities.
http://semanticscience.org/resource/Term,nc1dd680924f540ad8a0d60c28f9143d8b1094,None,None,None,None,A term is a word or phrase used to denote one or more entities.
nc1dd680924f540ad8a0d60c28f9143d8b1094,None,None,None,None,None,None
http://semanticscience.org/resource/TermVariant,http://semanticscience.org/resource/Term,None,None,None,None,A term variant is a term that is a variant of another term.
http://semanticscience.org/resource/TermVariant,nc1dd680924f540ad8a0d60c28f9143d8b1101,None,None,None,None,A term variant is a term that is a variant of another term.
nc1dd680924f540ad8a0d60c28f9143d8b1097,None,nc1dd680924f540ad8a0d60c28f9143d8b1099,None,None,None,None
http://semanticscience.org/resource/TerminalPoint,http://semanticscience.org/resource/Point,None,None,None,None,A terminal point is a point that defines the finite extension of a line.
http://semanticscience.org/resource/Terminology,http://semanticscience.org/resource/Vocabulary,None,None,None,None,None
http://semanticscience.org/resource/Territory,http://semanticscience.org/resource/GeopoliticalRegion,None,None,None,None,A territory is a non-sovereign geographic region.
http://semanticscience.org/resource/Terror,http://semanticscience.org/resource/Dread,None,None,None,None,terror is the extreme feeling of fear.
http://semanticscience.org/resource/TertiaryStructureDescriptor,http://semanticscience.org/resource/BiomolecularStructureDescriptor,None,None,None,None,A tertiary structure descriptor describes 3D topological patterns in a biopolymer.
http://semanticscience.org/resource/TestRole,http://semanticscience.org/resource/EvaluationRole,None,None,None,None,A test role is the role of an individual that is a participant in the study and is the target of the intervention.
http://semanticscience.org/resource/TextQuality,http://semanticscience.org/resource/ObjectQuality,None,None,None,None,text quality is the quality of a textual entity.
http://semanticscience.org/resource/TextQuality,nc1dd680924f540ad8a0d60c28f9143d8b1102,None,None,None,None,text quality is the quality of a textual entity.
http://semanticscience.org/resource/TextSpan,http://semanticscience.org/resource/TextualEntity,None,None,None,None,A text span is a subset of contiguous sequence of characters of a textual entity.
http://semanticscience.org/resource/TextSpan,nc1dd680924f540ad8a0d60c28f9143d8b1103,None,None,None,None,A text span is a subset of contiguous sequence of characters of a textual entity.
nc1dd680924f540ad8a0d60c28f9143d8b1103,None,nc1dd680924f540ad8a0d60c28f9143d8b1106,None,None,None,None
http://semanticscience.org/resource/TextSpanEndPosition,http://semanticscience.org/resource/EndPosition,None,None,None,None,text span end position is the position (offset) of the last character of a text span in relation the text it is from.
http://semanticscience.org/resource/TextSpanStartPosition,http://semanticscience.org/resource/StartPosition,None,None,None,None,text span start position is the position (offset) of the first character of a text span in relation the text it is from.
http://semanticscience.org/resource/TextualChart,http://semanticscience.org/resource/Chart,None,None,None,None,A textual chart is a chart containing text.
http://semanticscience.org/resource/TextualChart,nc1dd680924f540ad8a0d60c28f9143d8b1108,None,None,None,None,A textual chart is a chart containing text.
http://semanticscience.org/resource/TextualEntity,http://semanticscience.org/resource/LanguageEntity,None,None,None,None,A textual entity is language entity that is manifested as a sequence of one or more distinct characters.
http://semanticscience.org/resource/ThalliumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/TherapeuticGene-diseaseAssociation,http://semanticscience.org/resource/Gene-diseaseAssociation,None,None,None,None,A gene disease association in which the gene is a therapeutic marker for the disease.
http://semanticscience.org/resource/ThesisDocument,http://semanticscience.org/resource/Publication,None,None,None,None,A thesis document is the written research component of a post-secondary institution  that contains a statement supported by arguments.
http://semanticscience.org/resource/Thickness,http://semanticscience.org/resource/Depth,None,None,None,None,thickness is the shortest dimensional extent of a 3D projection of an object.
http://semanticscience.org/resource/ThoriumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/ThuliumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/TickMark,http://semanticscience.org/resource/LineSegment,None,None,None,None,"A tick mark is a line segment that is spatially positioned perpendicular to the axis of a statistical graph and indicates the position of a specific numeric value (which may be indicated by an adjacent value label) on a value axis, or is one of a pair of tick marks that delineates the boundary of a categorical value (which may be indicated by an adjacent category label) on the categorical axis."
http://semanticscience.org/resource/TimeInstant,http://semanticscience.org/resource/TimeMeasurement,None,None,None,None,"A time instant is a temporal region which occurs instantaneously, e.g. having no duration."
http://semanticscience.org/resource/TimeInterval,http://semanticscience.org/resource/TimeMeasurement,None,None,None,None,A time internval is a contiguous temporal region having some duration.
http://semanticscience.org/resource/TimeMeasurement,http://semanticscience.org/resource/DimensionalQuantity,None,None,None,None,time measurement is a measurement value of the duration of some interval of time or a particular instant of time (against some frame of reference).
http://semanticscience.org/resource/TinAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Tissue,http://semanticscience.org/resource/BiologicalEntity,None,None,None,None,A tissue is a mereologically maximal collection of cells that together perform some function.
http://semanticscience.org/resource/Tissue,nc1dd680924f540ad8a0d60c28f9143d8b1109,None,None,None,None,A tissue is a mereologically maximal collection of cells that together perform some function.
http://semanticscience.org/resource/TitaniumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Title,http://semanticscience.org/resource/Label,None,None,None,None,A title is a textual entity that summarily describes some entity.
http://semanticscience.org/resource/ToActivelyInteractWith,http://semanticscience.org/resource/ToInteractWith,None,None,None,None,to actively interact with is the capability to interact with another entity in a way that requires physical contact.
http://semanticscience.org/resource/ToAddACovalentBond,http://semanticscience.org/resource/ToCovalentlyModify,None,None,None,None,to add a covalent bond is the capability to covalently modify a chemical entity by adding a covalent bond.
http://semanticscience.org/resource/ToAssemble,http://semanticscience.org/resource/ToActivelyInteractWith,None,None,None,None,to assemble is the capability to combine entities together into a larger object that persists in time.
http://semanticscience.org/resource/ToAssociate,http://semanticscience.org/resource/ToActivelyInteractWith,None,None,None,None,to associate is the capability to physically interact with another object.
http://semanticscience.org/resource/ToBeAMemberOf,http://semanticscience.org/resource/ToPassivelyInteractWith,None,None,None,None,to be a member of is the capability to be considered a part of a collection.
http://semanticscience.org/resource/ToBeAPartOf,http://semanticscience.org/resource/ToBeCombined,None,None,None,None,to be a part of is the capability to be assembled into a larger structure that persists in time.
